Age,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115
56,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,68828,70290,70193,72711,75230,77732,80331,82931,85628,88407,91153,94061,96888,99781,102754,105776,108961,112146,115428,118710,122041,124949,128004,131286,134568,137932,141327,144772,148233,151726,155301,158876,162483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
